Date,Client Name,Legal Entity,Received Amount,Delivered Amount,Net Amount
2014-08-01,Goldman Sachs,CitiBank Singapore,67967,72888,-4921
2014-09-01,Goldman Sachs,CitiBank Singapore,69682,75363,-5681
2014-10-01,Goldman Sachs,CitiBank Singapore,68171,76283,-8112
2014-11-01,Goldman Sachs,CitiBank Singapore,68676,74438,-5762
2014-12-01,Goldman Sachs,CitiBank Singapore,66557,74399,-7842
2015-01-01,Goldman Sachs,CitiBank Singapore,78338,69862,8476
2015-02-01,Goldman Sachs,CitiBank Singapore,74422,68181,6241
2015-03-01,Goldman Sachs,CitiBank Singapore,79992,63183,16809
2015-04-01,Goldman Sachs,CitiBank Singapore,71342,67222,4120
2015-05-01,Goldman Sachs,CitiBank Singapore,78367,62462,15905
2015-06-01,Goldman Sachs,CitiBank Singapore,79423,65438,13985
2015-07-01,Goldman Sachs,CitiBank Singapore,79176,66979,12197
2015-08-01,Goldman Sachs,CitiBank Singapore,74268,63476,10792
2015-09-01,Goldman Sachs,CitiBank Singapore,76519,64669,11850
2015-10-01,Goldman Sachs,CitiBank Singapore,75774,67717,8057
2015-11-01,Goldman Sachs,CitiBank Singapore,89524,69281,20243
2015-12-01,Goldman Sachs,CitiBank Singapore,81122,69776,11346
2016-01-01,Goldman Sachs,CitiBank Singapore,81938,62568,19370
2016-02-01,Goldman Sachs,CitiBank Singapore,86792,68474,18318
2016-03-01,Goldman Sachs,CitiBank Singapore,89419,67289,22130
2016-04-01,Goldman Sachs,CitiBank Singapore,85551,65196,20355
2016-05-01,Goldman Sachs,CitiBank Singapore,86651,62328,24323
2016-06-01,Goldman Sachs,CitiBank Singapore,81194,64672,16522
2016-07-01,Goldman Sachs,CitiBank Singapore,88184,61312,26872
2016-08-01,Goldman Sachs,CitiBank Singapore,89575,61576,27999
2016-09-01,Goldman Sachs,CitiBank Singapore,92171,51264,40907
2016-10-01,Goldman Sachs,CitiBank Singapore,99498,58378,41120
2016-11-01,Goldman Sachs,CitiBank Singapore,95557,57441,38116
2016-12-01,Goldman Sachs,CitiBank Singapore,99957,51229,48728
2017-01-01,Goldman Sachs,CitiBank Singapore,96898,54969,41929
2017-02-01,Goldman Sachs,CitiBank Singapore,91967,53217,38750
2017-03-01,Goldman Sachs,CitiBank Singapore,92426,56446,35980
2017-04-01,Goldman Sachs,CitiBank Singapore,91517,59158,32359
2017-05-01,Goldman Sachs,CitiBank Singapore,96384,57366,39018
2017-06-01,Goldman Sachs,CitiBank Singapore,94849,54132,40717
2017-07-01,Goldman Sachs,CitiBank Singapore,109348,52783,56565
2017-08-01,Goldman Sachs,CitiBank Singapore,101326,55555,45771
2017-09-01,Goldman Sachs,CitiBank Singapore,105999,59443,46556
2017-10-01,Goldman Sachs,CitiBank Singapore,109286,54435,54851
2017-11-01,Goldman Sachs,CitiBank Singapore,107765,59123,48642
2017-12-01,Goldman Sachs,CitiBank Singapore,102665,58812,43853
2018-01-01,Goldman Sachs,CitiBank Singapore,101256,54867,46389
2018-02-01,Goldman Sachs,CitiBank Singapore,102575,54154,48421
2018-03-01,Goldman Sachs,CitiBank Singapore,105936,52177,53759
2018-04-01,Goldman Sachs,CitiBank Singapore,109619,58233,51386
2010-01-01,Goldman Sachs,CitiBank HongKong,18717,94457,-75740
2010-02-01,Goldman Sachs,CitiBank HongKong,19735,97951,-78216
2010-03-01,Goldman Sachs,CitiBank HongKong,14371,99814,-85443
2010-04-01,Goldman Sachs,CitiBank HongKong,15348,93511,-78163
2010-05-01,Goldman Sachs,CitiBank HongKong,18225,96314,-78089
2010-06-01,Goldman Sachs,CitiBank HongKong,13347,97348,-84001
2010-07-01,Goldman Sachs,CitiBank HongKong,16735,94676,-77941
2010-08-01,Goldman Sachs,CitiBank HongKong,15221,96235,-81014
2010-09-01,Goldman Sachs,CitiBank HongKong,16988,94378,-77390
2010-10-01,Goldman Sachs,CitiBank HongKong,14682,96916,-82234
2010-11-01,Goldman Sachs,CitiBank HongKong,22785,98879,-76094
2010-12-01,Goldman Sachs,CitiBank HongKong,23665,91995,-68330
2011-01-01,Goldman Sachs,CitiBank HongKong,26375,98114,-71739
2011-02-01,Goldman Sachs,CitiBank HongKong,28291,98775,-70484
2011-03-01,Goldman Sachs,CitiBank HongKong,25835,98686,-72851
2011-04-01,Goldman Sachs,CitiBank HongKong,24616,97333,-72717
2011-05-01,Goldman Sachs,CitiBank HongKong,23655,93632,-69977
2011-06-01,Goldman Sachs,CitiBank HongKong,23432,99742,-76310
2011-07-01,Goldman Sachs,CitiBank HongKong,22183,95628,-73445
2011-08-01,Goldman Sachs,CitiBank HongKong,21321,92642,-71321
2011-09-01,Goldman Sachs,CitiBank HongKong,32729,84393,-51664
2011-10-01,Goldman Sachs,CitiBank HongKong,38145,87281,-49136
2011-11-01,Goldman Sachs,CitiBank HongKong,34631,89996,-55365
2011-12-01,Goldman Sachs,CitiBank HongKong,31865,82435,-50570
2012-01-01,Goldman Sachs,CitiBank HongKong,39151,87235,-48084
2012-02-01,Goldman Sachs,CitiBank HongKong,33524,88975,-55451
2012-03-01,Goldman Sachs,CitiBank HongKong,35249,84973,-49724
2012-04-01,Goldman Sachs,CitiBank HongKong,37459,85771,-48312
2012-05-01,Goldman Sachs,CitiBank HongKong,35559,88698,-53139
2012-06-01,Goldman Sachs,CitiBank HongKong,33455,89577,-56122
2012-07-01,Goldman Sachs,CitiBank HongKong,47866,88278,-40412
2012-08-01,Goldman Sachs,CitiBank HongKong,45774,82462,-36688
2012-09-01,Goldman Sachs,CitiBank HongKong,44898,84634,-39736
2012-10-01,Goldman Sachs,CitiBank HongKong,41652,83989,-42337
2012-11-01,Goldman Sachs,CitiBank HongKong,47694,81165,-33471
2012-12-01,Goldman Sachs,CitiBank HongKong,49457,88711,-39254
2013-01-01,Goldman Sachs,CitiBank HongKong,44865,88411,-43546
2013-02-01,Goldman Sachs,CitiBank HongKong,46368,89972,-43604
2013-03-01,Goldman Sachs,CitiBank HongKong,45487,84898,-39411
2013-04-01,Goldman Sachs,CitiBank HongKong,44764,83786,-39022
2013-05-01,Goldman Sachs,CitiBank HongKong,56727,76853,-20126
2013-06-01,Goldman Sachs,CitiBank HongKong,58489,73827,-15338
2013-07-01,Goldman Sachs,CitiBank HongKong,58118,77285,-19167
2013-08-01,Goldman Sachs,CitiBank HongKong,58949,75162,-16213
2013-09-01,Goldman Sachs,CitiBank HongKong,51797,76355,-24558
2013-10-01,Goldman Sachs,CitiBank HongKong,56287,73551,-17264
2013-11-01,Goldman Sachs,CitiBank HongKong,59956,72284,-12328
2013-12-01,Goldman Sachs,CitiBank HongKong,57548,78261,-20713
2014-01-01,Goldman Sachs,CitiBank HongKong,57155,72918,-15763
2014-02-01,Goldman Sachs,CitiBank HongKong,55868,74598,-18730
2014-03-01,Goldman Sachs,CitiBank HongKong,64196,72687,-8491
2014-04-01,Goldman Sachs,CitiBank HongKong,67886,75167,-7281
2014-05-01,Goldman Sachs,CitiBank HongKong,63337,72231,-8894
2014-06-01,Goldman Sachs,CitiBank HongKong,68838,78412,-9574
2014-07-01,Goldman Sachs,CitiBank HongKong,64477,73829,-9352
2014-08-01,Goldman Sachs,CitiBank HongKong,65664,79735,-14071
2014-09-01,Goldman Sachs,CitiBank HongKong,65414,77628,-12214
2014-10-01,Goldman Sachs,CitiBank HongKong,63244,73458,-10214
2014-11-01,Goldman Sachs,CitiBank HongKong,66246,73677,-7431
2014-12-01,Goldman Sachs,CitiBank HongKong,66615,71717,-5102
2015-01-01,Goldman Sachs,CitiBank HongKong,74914,63176,11738
2015-02-01,Goldman Sachs,CitiBank HongKong,79515,66719,12796
2015-03-01,Goldman Sachs,CitiBank HongKong,73963,63616,10347
2015-04-01,Goldman Sachs,CitiBank HongKong,76876,63366,13510
2015-05-01,Goldman Sachs,CitiBank HongKong,79952,68895,11057
2015-06-01,Goldman Sachs,CitiBank HongKong,78349,64545,13804
2015-07-01,Goldman Sachs,CitiBank HongKong,72381,61511,10870
2015-08-01,Goldman Sachs,CitiBank HongKong,75948,68864,7084
2015-09-01,Goldman Sachs,CitiBank HongKong,77158,67146,10012
2015-10-01,Goldman Sachs,CitiBank HongKong,74364,66997,7367
2015-11-01,Goldman Sachs,CitiBank HongKong,85844,62537,23307
2015-12-01,Goldman Sachs,CitiBank HongKong,83721,66125,17596
2016-01-01,Goldman Sachs,CitiBank HongKong,85173,64384,20789
2016-02-01,Goldman Sachs,CitiBank HongKong,85786,62994,22792
2016-03-01,Goldman Sachs,CitiBank HongKong,84997,64323,20674
2016-04-01,Goldman Sachs,CitiBank HongKong,89949,65478,24471
2016-05-01,Goldman Sachs,CitiBank HongKong,81464,65285,16179
2016-06-01,Goldman Sachs,CitiBank HongKong,88995,62478,26517
2016-07-01,Goldman Sachs,CitiBank HongKong,88341,67386,20955
2016-08-01,Goldman Sachs,CitiBank HongKong,85891,62767,23124
2016-09-01,Goldman Sachs,CitiBank HongKong,96279,54242,42037
2016-10-01,Goldman Sachs,CitiBank HongKong,97321,54336,42985
2016-11-01,Goldman Sachs,CitiBank HongKong,91783,51439,40344
2016-12-01,Goldman Sachs,CitiBank HongKong,96457,57375,39082
2017-01-01,Goldman Sachs,CitiBank HongKong,95922,54159,41763
2017-02-01,Goldman Sachs,CitiBank HongKong,98626,58897,39729
2017-03-01,Goldman Sachs,CitiBank HongKong,92145,56943,35202
2017-04-01,Goldman Sachs,CitiBank HongKong,91277,51629,39648
2017-05-01,Goldman Sachs,CitiBank HongKong,92136,57185,34951
2017-06-01,Goldman Sachs,CitiBank HongKong,98469,54784,43685
2017-07-01,Goldman Sachs,CitiBank HongKong,107146,59673,47473
2017-08-01,Goldman Sachs,CitiBank HongKong,105243,51432,53811
2017-09-01,Goldman Sachs,CitiBank HongKong,103741,58288,45453
2017-10-01,Goldman Sachs,CitiBank HongKong,102317,56435,45882
2017-11-01,Goldman Sachs,CitiBank HongKong,107823,56563,51260
2017-12-01,Goldman Sachs,CitiBank HongKong,105747,57697,48050
2018-01-01,Goldman Sachs,CitiBank HongKong,102295,52824,49471
2018-02-01,Goldman Sachs,CitiBank HongKong,104464,51265,53199
2018-03-01,Goldman Sachs,CitiBank HongKong,101261,51673,49588
2018-04-01,Goldman Sachs,CitiBank HongKong,108926,55159,53767
2010-01-01,Deutsche Bank,CitiBank New York,19648,97738,-78090
2010-02-01,Deutsche Bank,CitiBank New York,18922,95153,-76231
2010-03-01,Deutsche Bank,CitiBank New York,11168,96396,-85228
2010-04-01,Deutsche Bank,CitiBank New York,18535,96936,-78401
2010-05-01,Deutsche Bank,CitiBank New York,15665,97968,-82303
2010-06-01,Deutsche Bank,CitiBank New York,16727,92811,-76084
2010-07-01,Deutsche Bank,CitiBank New York,16715,94498,-77783
2010-08-01,Deutsche Bank,CitiBank New York,12687,94518,-81831
2010-09-01,Deutsche Bank,CitiBank New York,18832,91297,-72465
2010-10-01,Deutsche Bank,CitiBank New York,11221,97133,-85912
2010-11-01,Deutsche Bank,CitiBank New York,29763,91858,-62095
2010-12-01,Deutsche Bank,CitiBank New York,28534,98222,-69688
2011-01-01,Deutsche Bank,CitiBank New York,29364,92135,-62771
2011-02-01,Deutsche Bank,CitiBank New York,29319,95114,-65795
2011-03-01,Deutsche Bank,CitiBank New York,23622,91139,-67517
2011-04-01,Deutsche Bank,CitiBank New York,22713,92333,-69620
2011-05-01,Deutsche Bank,CitiBank New York,29978,99385,-69407
2011-06-01,Deutsche Bank,CitiBank New York,24825,95614,-70789
2011-07-01,Deutsche Bank,CitiBank New York,23952,98435,-74483
2011-08-01,Deutsche Bank,CitiBank New York,21548,96165,-74617
2011-09-01,Deutsche Bank,CitiBank New York,34532,84454,-49922
2011-10-01,Deutsche Bank,CitiBank New York,37671,85497,-47826
2011-11-01,Deutsche Bank,CitiBank New York,36569,83553,-46984
2011-12-01,Deutsche Bank,CitiBank New York,31128,87555,-56427
2012-01-01,Deutsche Bank,CitiBank New York,34289,86597,-52308
2012-02-01,Deutsche Bank,CitiBank New York,38221,83251,-45030
2012-03-01,Deutsche Bank,CitiBank New York,33228,82912,-49684
2012-04-01,Deutsche Bank,CitiBank New York,35477,85691,-50214
2012-05-01,Deutsche Bank,CitiBank New York,33429,81139,-47710
2012-06-01,Deutsche Bank,CitiBank New York,38254,89184,-50930
2012-07-01,Deutsche Bank,CitiBank New York,45499,81618,-36119
2012-08-01,Deutsche Bank,CitiBank New York,47798,82167,-34369
2012-09-01,Deutsche Bank,CitiBank New York,42454,87443,-44989
2012-10-01,Deutsche Bank,CitiBank New York,42817,81648,-38831
2012-11-01,Deutsche Bank,CitiBank New York,43726,89942,-46216
2012-12-01,Deutsche Bank,CitiBank New York,47142,82423,-35281
2013-01-01,Deutsche Bank,CitiBank New York,42398,81226,-38828
2013-02-01,Deutsche Bank,CitiBank New York,45642,85219,-39577
2013-03-01,Deutsche Bank,CitiBank New York,43919,85892,-41973
2013-04-01,Deutsche Bank,CitiBank New York,47838,83461,-35623
2013-05-01,Deutsche Bank,CitiBank New York,51114,79166,-28052
2013-06-01,Deutsche Bank,CitiBank New York,56226,76485,-20259
2013-07-01,Deutsche Bank,CitiBank New York,52296,74882,-22586
2013-08-01,Deutsche Bank,CitiBank New York,58981,75989,-17008
2013-09-01,Deutsche Bank,CitiBank New York,57388,75245,-17857
2013-10-01,Deutsche Bank,CitiBank New York,55192,78775,-23583
2013-11-01,Deutsche Bank,CitiBank New York,51473,76685,-25212
2013-12-01,Deutsche Bank,CitiBank New York,58732,79183,-20451
2014-01-01,Deutsche Bank,CitiBank New York,51284,72813,-21529
2014-02-01,Deutsche Bank,CitiBank New York,53758,71256,-17498
2014-03-01,Deutsche Bank,CitiBank New York,65334,71275,-5941
2014-04-01,Deutsche Bank,CitiBank New York,67329,77171,-9842
2014-05-01,Deutsche Bank,CitiBank New York,62175,72957,-10782
2014-06-01,Deutsche Bank,CitiBank New York,64148,71464,-7316
2014-07-01,Deutsche Bank,CitiBank New York,67515,78131,-10616
2014-08-01,Deutsche Bank,CitiBank New York,64614,75517,-10903
2014-09-01,Deutsche Bank,CitiBank New York,67982,71955,-3973
2014-10-01,Deutsche Bank,CitiBank New York,67397,73272,-5875
2014-11-01,Deutsche Bank,CitiBank New York,64782,72974,-8192
2014-12-01,Deutsche Bank,CitiBank New York,67627,78126,-10499
2015-01-01,Deutsche Bank,CitiBank New York,79881,64582,15299
2015-02-01,Deutsche Bank,CitiBank New York,73551,68953,4598
2015-03-01,Deutsche Bank,CitiBank New York,71731,66346,5385
2015-04-01,Deutsche Bank,CitiBank New York,75881,64818,11063
2015-05-01,Deutsche Bank,CitiBank New York,76437,68387,8050
2015-06-01,Deutsche Bank,CitiBank New York,77132,62165,14967
2015-07-01,Deutsche Bank,CitiBank New York,74564,65658,8906
2015-08-01,Deutsche Bank,CitiBank New York,76197,65856,10341
2015-09-01,Deutsche Bank,CitiBank New York,75893,62548,13345
2015-10-01,Deutsche Bank,CitiBank New York,73113,66194,6919
2015-11-01,Deutsche Bank,CitiBank New York,88319,61389,26930
2015-12-01,Deutsche Bank,CitiBank New York,82982,65329,17653
2016-01-01,Deutsche Bank,CitiBank New York,85862,67677,18185
2016-02-01,Deutsche Bank,CitiBank New York,87724,64414,23310
2016-03-01,Deutsche Bank,CitiBank New York,85751,67556,18195
2016-04-01,Deutsche Bank,CitiBank New York,84127,63884,20243
2016-05-01,Deutsche Bank,CitiBank New York,88883,69176,19707
2016-06-01,Deutsche Bank,CitiBank New York,87431,64176,23255
2016-07-01,Deutsche Bank,CitiBank New York,87757,63861,23896
2016-08-01,Deutsche Bank,CitiBank New York,86374,62374,24000
2016-09-01,Deutsche Bank,CitiBank New York,93776,56735,37041
2016-10-01,Deutsche Bank,CitiBank New York,94827,56923,37904
2016-11-01,Deutsche Bank,CitiBank New York,96637,52957,43680
2016-12-01,Deutsche Bank,CitiBank New York,99857,55455,44402
2017-01-01,Deutsche Bank,CitiBank New York,91785,51739,40046
2017-02-01,Deutsche Bank,CitiBank New York,92325,56937,35388
2017-03-01,Deutsche Bank,CitiBank New York,91641,53955,37686
2017-04-01,Deutsche Bank,CitiBank New York,93799,58741,35058
2017-05-01,Deutsche Bank,CitiBank New York,97425,57775,39650
2017-06-01,Deutsche Bank,CitiBank New York,93662,56278,37384
2017-07-01,Deutsche Bank,CitiBank New York,104274,57733,46541
2017-08-01,Deutsche Bank,CitiBank New York,105399,53973,51426
2017-09-01,Deutsche Bank,CitiBank New York,101113,52185,48928
2017-10-01,Deutsche Bank,CitiBank New York,106462,56819,49643
2017-11-01,Deutsche Bank,CitiBank New York,101976,52719,49257
2017-12-01,Deutsche Bank,CitiBank New York,102475,53833,48642
2018-01-01,Deutsche Bank,CitiBank New York,102417,53998,48419
2018-02-01,Deutsche Bank,CitiBank New York,104178,54123,50055
2018-03-01,Deutsche Bank,CitiBank New York,101199,58169,43030
2018-04-01,Deutsche Bank,CitiBank New York,105758,59425,46333
2010-01-01,Deutsche Bank,CitiBank London,11376,94348,-82972
2010-02-01,Deutsche Bank,CitiBank London,17952,95241,-77289
2010-03-01,Deutsche Bank,CitiBank London,12262,93345,-81083
2010-04-01,Deutsche Bank,CitiBank London,15352,94448,-79096
2010-05-01,Deutsche Bank,CitiBank London,11652,91971,-80319
2010-06-01,Deutsche Bank,CitiBank London,11794,96357,-84563
2010-07-01,Deutsche Bank,CitiBank London,19563,93453,-73890
2010-08-01,Deutsche Bank,CitiBank London,14723,91216,-76493
2010-09-01,Deutsche Bank,CitiBank London,13237,92381,-79144
2010-10-01,Deutsche Bank,CitiBank London,13654,92932,-79278
2010-11-01,Deutsche Bank,CitiBank London,28422,95279,-66857
2010-12-01,Deutsche Bank,CitiBank London,25849,91899,-66050
2011-01-01,Deutsche Bank,CitiBank London,22471,93658,-71187
2011-02-01,Deutsche Bank,CitiBank London,28374,97782,-69408
2011-03-01,Deutsche Bank,CitiBank London,28964,96559,-67595
2011-04-01,Deutsche Bank,CitiBank London,25982,96454,-70472
2011-05-01,Deutsche Bank,CitiBank London,24812,94173,-69361
2011-06-01,Deutsche Bank,CitiBank London,28548,96192,-67644
2011-07-01,Deutsche Bank,CitiBank London,26387,92955,-66568
2011-08-01,Deutsche Bank,CitiBank London,29171,97446,-68275
2011-09-01,Deutsche Bank,CitiBank London,35497,89222,-53725
2011-10-01,Deutsche Bank,CitiBank London,39416,86413,-46997
2011-11-01,Deutsche Bank,CitiBank London,31138,86562,-55424
2011-12-01,Deutsche Bank,CitiBank London,33693,86713,-53020
2012-01-01,Deutsche Bank,CitiBank London,39321,82922,-43601
2012-02-01,Deutsche Bank,CitiBank London,38776,83747,-44971
2012-03-01,Deutsche Bank,CitiBank London,39728,84126,-44398
2012-04-01,Deutsche Bank,CitiBank London,37231,83777,-46546
2012-05-01,Deutsche Bank,CitiBank London,31147,89152,-58005
2012-06-01,Deutsche Bank,CitiBank London,37958,85736,-47778
2012-07-01,Deutsche Bank,CitiBank London,43454,84563,-41109
2012-08-01,Deutsche Bank,CitiBank London,46359,84733,-38374
2012-09-01,Deutsche Bank,CitiBank London,46547,89646,-43099
2012-10-01,Deutsche Bank,CitiBank London,41555,88365,-46810
2012-11-01,Deutsche Bank,CitiBank London,48195,85192,-36997
2012-12-01,Deutsche Bank,CitiBank London,45852,82691,-36839
2013-01-01,Deutsche Bank,CitiBank London,45534,83537,-38003
2013-02-01,Deutsche Bank,CitiBank London,46236,81187,-34951
2013-03-01,Deutsche Bank,CitiBank London,48315,89457,-41142
2013-04-01,Deutsche Bank,CitiBank London,46813,85148,-38335
2013-05-01,Deutsche Bank,CitiBank London,54247,75872,-21625
2013-06-01,Deutsche Bank,CitiBank London,51512,71985,-20473
2013-07-01,Deutsche Bank,CitiBank London,53495,75846,-22351
2013-08-01,Deutsche Bank,CitiBank London,51515,74784,-23269
2013-09-01,Deutsche Bank,CitiBank London,55264,71965,-16701
2013-10-01,Deutsche Bank,CitiBank London,58573,77339,-18766
2013-11-01,Deutsche Bank,CitiBank London,59898,74299,-14401
2013-12-01,Deutsche Bank,CitiBank London,51827,76243,-24416
2014-01-01,Deutsche Bank,CitiBank London,55137,74161,-19024
2014-02-01,Deutsche Bank,CitiBank London,54827,78243,-23416
2014-03-01,Deutsche Bank,CitiBank London,65283,71524,-6241
2014-04-01,Deutsche Bank,CitiBank London,62393,75423,-13030
2014-05-01,Deutsche Bank,CitiBank London,68445,71961,-3516
2014-06-01,Deutsche Bank,CitiBank London,65157,74346,-9189
2014-07-01,Deutsche Bank,CitiBank London,67376,76481,-9105
2014-08-01,Deutsche Bank,CitiBank London,68483,73324,-4841
2014-09-01,Deutsche Bank,CitiBank London,63933,73496,-9563
2014-10-01,Deutsche Bank,CitiBank London,64769,78798,-14029
2014-11-01,Deutsche Bank,CitiBank London,68966,74647,-5681
2014-12-01,Deutsche Bank,CitiBank London,66489,75937,-9448
2015-01-01,Deutsche Bank,CitiBank London,73783,63495,10288
2015-02-01,Deutsche Bank,CitiBank London,76916,69499,7417
2015-03-01,Deutsche Bank,CitiBank London,78757,62829,15928
2015-04-01,Deutsche Bank,CitiBank London,72982,66552,6430
2015-05-01,Deutsche Bank,CitiBank London,77289,69528,7761
2015-06-01,Deutsche Bank,CitiBank London,74318,65293,9025
2015-07-01,Deutsche Bank,CitiBank London,76978,67956,9022
2015-08-01,Deutsche Bank,CitiBank London,77274,62978,14296
2015-09-01,Deutsche Bank,CitiBank London,71992,67632,4360
2015-10-01,Deutsche Bank,CitiBank London,77825,69917,7908
2015-11-01,Deutsche Bank,CitiBank London,86968,66213,20755
2015-12-01,Deutsche Bank,CitiBank London,82357,67282,15075
2016-01-01,Deutsche Bank,CitiBank London,85668,68987,16681
2016-02-01,Deutsche Bank,CitiBank London,86297,62752,23545
2016-03-01,Deutsche Bank,CitiBank London,84759,64776,19983
2016-04-01,Deutsche Bank,CitiBank London,85674,69561,16113
2016-05-01,Deutsche Bank,CitiBank London,87951,63616,24335
2016-06-01,Deutsche Bank,CitiBank London,86568,64315,22253
2016-07-01,Deutsche Bank,CitiBank London,86364,68657,17707
2016-08-01,Deutsche Bank,CitiBank London,89185,69984,19201
2016-09-01,Deutsche Bank,CitiBank London,96734,58131,38603
2016-10-01,Deutsche Bank,CitiBank London,97416,52251,45165
2016-11-01,Deutsche Bank,CitiBank London,97941,53978,43963
2016-12-01,Deutsche Bank,CitiBank London,98954,55784,43170
2017-01-01,Deutsche Bank,CitiBank London,99946,53739,46207
2017-02-01,Deutsche Bank,CitiBank London,99332,59434,39898
2017-03-01,Deutsche Bank,CitiBank London,96886,53327,43559
2017-04-01,Deutsche Bank,CitiBank London,93561,52393,41168
2017-05-01,Deutsche Bank,CitiBank London,98434,59558,38876
2017-06-01,Deutsche Bank,CitiBank London,96972,58789,38183
